"event_name","event_type","event_id","event_date_start_date","event_date_status","event_seatmap_url","event_place_name","event_place_id","event_place_postalcode","event_place_location_lat","event_place_location_long","event_classification_segment_id","event_classification_segment_name","event_classification_genre_id","event_classification_genre_name","event_classification_subgenre_id","event_classification_subgenre_name","venue_name","venue_type","venue_id","venue_postalcode","venue_location_long","venue_location_lat","venue_upcoming_event_total"
"Sesame Street Live! Make Your Magic","event","vvG1HZ4nxYJ3iT","2019-12-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94271s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7na","Children's Theatre","KZazBEonSMnZfZ7v7na","Children's Theatre","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Hozier: Wasteland, Baby! Tour","event","vvG1HZ4PmyBpiv","2019-10-17","onsale","n/a","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Stereolab","event","vvG1HZ4PpaYv_e","2019-10-13","onsale","n/a","Wonder Ballroom","KovZpa9hBe","97212","45.540645","-122.663384","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Wonder Ballroom","venue","KovZpa9hBe","97212","-122.663384","45.540645","65"
"Portland Opera Presents Madama Butterfly","event","vvG1HZ4R1--gsn","2019-10-25","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Portland Opera Presents Madama Butterfly","event","vvG1HZ4R1-0PsS","2019-11-02","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Portland Opera Presents Madama Butterfly","event","vvG1HZ4R1-NPsm","2019-10-31","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Portland Opera Presents Madama Butterfly","event","vvG1HZ4R1-xgsi","2019-10-27","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents ROAR(S)","event","vvG1HZ4R5nf6AW","2019-10-05","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents ROAR(S)","event","vvG1HZ4R5nfMkd","2019-10-06","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Monster Jam Triple Threat Series","event","vvG1HZ4R5PVUHF","2020-02-29","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95133s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vA7k","Motorsports/Racing","KZazBEonSMnZfZ7vFt7","Motorsports/Racing","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Young Thug & Machine Gun Kelly","event","vvG1HZ4R6PbSTG","2019-11-11","rescheduled","https://s1.ticketm.net/tmimages/venue/maps/sea/95104s.gif","Theater of the Clouds at Moda Center","KovZpZAJ6E6A","97227","45.53156475","-122.6668336","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vaa1","French Rap","Theater of the Clouds at Moda Center","venue","KovZpZAJ6E6A","97227","-122.6668336","45.53156475","3"
"Lana Del Rey: The Norman F-cking Rockwell Tour","event","vvG1HZ4RDenN0F","2019-10-03","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95287s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Nick Kroll: Middle-Aged Boy Tour","event","vvG1HZ4RGaT9vK","2019-10-24","onsale","n/a","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6R66_","2020-06-05","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6RM6L","2020-06-06","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6s96I","2020-06-07","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6SM6w","2020-06-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6w66i","2020-06-11","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6wM6Y","2020-06-12","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Americans 2.0","event","vvG1HZ4Rh6YE6N","2020-06-06","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents Beautiful Decay","event","vvG1HZ4RhADURu","2020-04-09","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents On Stage: Annual School Performance","event","vvG1HZ4RhaF69n","2020-06-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents On Stage: Annual School Performance","event","vvG1HZ4RhaFM9i","2020-06-14","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents Beautiful Decay","event","vvG1HZ4RhAHJR2","2020-04-10","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents Beautiful Decay","event","vvG1HZ4RhAWpRK","2020-04-11","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents Beautiful Decay","event","vvG1HZ4RhAXkRp","2020-04-11","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents Beautiful Decay","event","vvG1HZ4RhAXURj","2020-04-12","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4Rhd2p3h","2020-02-16","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4Rhd3J3I","2020-02-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4Rhd8k3L","2020-02-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4RhdCJ39","2020-02-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4Rhdok3N","2020-02-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4RhdoU3P","2020-02-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Sleeping Beauty","event","vvG1HZ4RhduU34","2020-02-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Monster Jam Triple Threat Series","event","vvG1HZ4RhqGt9x","2020-02-29","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95133s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vA7k","Motorsports/Racing","KZazBEonSMnZfZ7vFt7","Motorsports/Racing","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Monster Jam Triple Threat Series","event","vvG1HZ4Rhqoa9I","2020-03-01","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95133s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vA7k","Motorsports/Racing","KZazBEonSMnZfZ7vFt7","Motorsports/Racing","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Bush & +LIVE+ - The Altimate Tour","event","vvG1HZ4Rl8YNTj","2019-10-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95241s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6dt","Alternative Rock","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Trail Blazers Fan Fest","event","vvG1HZ4sKlsKuN","2019-10-06","onsale","n/a","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Harlem Globetrotters","event","vvG1HZ4SleLKKf","2020-02-08","offsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7vA1n","Family","KZazBEonSMnZfZ7vaav","Other","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Harlem Globetrotters","event","vvG1HZ4SleONKb","2020-02-08","offsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7vA1n","Family","KZazBEonSMnZfZ7vaav","Other","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Brantley Gilbert - Fire't Up 2020 Tour","event","vvG1HZ4slOF067","2020-03-20","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/80966s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv6","Country","KZazBEonSMnZfZ7vAFa","Country","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"John Oliver","event","vvG1HZ4SV_TNcu","2019-12-28","offsale","n/a","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Jonas Brothers: Happiness Begins Tour","event","vvG1HZ4tMeV0cf","2019-10-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93956s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Bastille - Doom Days Tour Part 1","event","vvG1HZ4tmPixAr","2019-10-07","onsale","n/a","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Opera Presents An American Quartet","event","vvG1HZ4w3MHxRP","2020-02-20","onsale","n/a","Hampton Opera Center","KovZ917A_Pf","97214","45.506196","-122.664029","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Hampton Opera Center","venue","KovZ917A_Pf","97214","-122.664029","45.506196","4"
"Portland Opera Presents An American Quartet","event","vvG1HZ4w3zKxRH","2020-02-22","onsale","n/a","Hampton Opera Center","KovZ917A_Pf","97214","45.506196","-122.664029","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Hampton Opera Center","venue","KovZ917A_Pf","97214","-122.664029","45.506196","4"
"John Oliver","event","vvG1HZ4wb8ppWt","2019-12-28","onsale","n/a","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"John Oliver","event","vvG1HZ4wb8wJXV","2019-12-29","onsale","n/a","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"TOBYMAC Hits Deep Tour","event","vvG1HZ4wC8EsEG","2020-03-01","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/74021s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAe7","Religious","KZazBEonSMnZfZ7v6ea","Gospel","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"The Try Guys: Legends of the Internet","event","vvG1HZ4wCPr-UP","2019-10-15","onsale","n/a","Arlene Schnitzer Concert Hall","KovZpZAEkkJA","97205","45.516856","-122.681188","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Arlene Schnitzer Concert Hall","venue","KovZpZAEkkJA","97205","-122.681188","45.516856","71"
"High Times Cannabis Cup Oregon","event","vvG1HZ4wcyuorW","2019-10-26","onsale","n/a","The North Warehouse","KovZ917AxF0","97227","45.53807","-122.674027","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","The North Warehouse","venue","KovZ917AxF0","97227","-122.674027","45.53807","1"
"Celine Dion: Courage World Tour","event","vvG1HZ4whElAkG","2020-04-13","offsale","https://s1.ticketm.net/tmimages/venue/maps/sea/83629s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAev","Pop","KZazBEonSMnZfZ7vk1l","Adult Contemporary","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Winterhawks vs. Spokane Chiefs","event","vvG1HZ4wmErekJ","2019-11-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/80491s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Winterhawks vs. Prince George Cougars","event","vvG1HZ4wmiFefo","2019-12-08","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Seattle Thunderbirds","event","vvG1HZ4wmig3fX","2019-12-31","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/80491s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Winterhawks vs. Winnipeg Ice","event","vvG1HZ4wmIrw6B","2019-11-17","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Kamloops Blazers","event","vvG1HZ4wmJAwdx","2019-11-03","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Brandon Wheat Kings","event","vvG1HZ4wmNA3ZL","2019-10-19","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Saskatoon Blades","event","vvG1HZ4wmnOx5x","2019-11-24","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Seattle Thunderbirds","event","vvG1HZ4wmPowd7","2019-11-02","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Vancouver Giants","event","vvG1HZ4wmt4eF3","2019-11-20","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/58990s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Winterhawks vs. Everett Silvertips","event","vvG1HZ4wR_w6Rk","2019-12-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/80491s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
