"event_name","event_type","event_id","event_date_start_date","event_date_status","event_seatmap_url","event_place_name","event_place_id","event_place_postalcode","event_place_location_lat","event_place_location_long","event_classification_segment_id","event_classification_segment_name","event_classification_genre_id","event_classification_genre_name","event_classification_subgenre_id","event_classification_subgenre_name","venue_name","venue_type","venue_id","venue_postalcode","venue_location_long","venue_location_lat","venue_upcoming_event_total"
"OKILLY DOKILLY + MC Lars with special guests","event","rZ7HnEZ1Aaq3r4","2019-10-09","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6dt","Alternative Rock","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"TAUK + Jazz Is Phsh: Feed The Beast Tour","event","rZ7HnEZ1Aaq674","2019-11-21","onsale","n/a","Star Theater","KovZpZAIvlnA","97209","45.523366","-122.676653","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6a6","Punk","Star Theater","venue","KovZpZAIvlnA","97209","-122.676653","45.523366","55"
"Dan Balmer & Dan Faehnle: The Imagination of Grant Green","event","rZ7HnEZ1Aaq7AA","2019-11-23","onsale","n/a","Jack London Revue","KovZpZAkttkA","97204","45.519514","-122.67639","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAee","R&B","KZazBEonSMnZfZ7vktA","Contemporary R&B","Jack London Revue","venue","KovZpZAkttkA","97204","-122.67639","45.519514","48"
"BLACK LIPS w/ Blue Rose Rounders","event","rZ7HnEZ1AaQ88A","2019-10-14","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6k6","Garage Rock","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"PSYCLON NINE with Striplicker and Justin Symbol","event","rZ7HnEZ1AaQboP","2019-10-08","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvt","Metal","KZazBEonSMnZfZ7vkF7","Industrial Metal","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"DEAD ANIMAL ASSEMBLY PLANT Record Release","event","rZ7HnEZ1AaqM_4","2019-10-31","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vkvl","Hip-Hop/Rap","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"CHAMELEONS VOX with Theatre of Hate and Jay Aston","event","rZ7HnEZ1AaqMbg","2019-10-20","onsale","n/a","Star Theater","KovZpZAIvlnA","97209","45.523366","-122.676653","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Star Theater","venue","KovZpZAIvlnA","97209","-122.676653","45.523366","55"
"SEEFEEL Debut North American Tour","event","rZ7HnEZ1AaqOZg","2019-11-07","onsale","n/a","Star Theater","KovZpZAIvlnA","97209","45.523366","-122.676653","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvv","Alternative","KZazBEonSMnZfZ7vAvJ","Alternative","Star Theater","venue","KovZpZAIvlnA","97209","-122.676653","45.523366","55"
"FLATLAND CAVALRY","event","rZ7HnEZ1AaqPb4","2019-11-09","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6a6","Punk","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"SKEGSS USA TOUR 2019","event","rZ7HnEZ1AaqSqg","2019-11-02","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6dt","Alternative Rock","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"Lusine","event","rZ7HnEZ1Aar4xA","2019-11-22","onsale","n/a","Jack London Revue","KovZpZAkttkA","97204","45.519514","-122.67639","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Jack London Revue","venue","KovZpZAkttkA","97204","-122.67639","45.519514","48"
"NRBQ with Young Fresh Fellows","event","rZ7HnEZ1Aar8QA","2019-10-05","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeF","World","KZazBEonSMnZfZ7v6Jt","World","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"DAUGHTERS with Lingua Ignota","event","rZ7HnEZ1Aar8qP","2019-12-02","offsale","n/a","Star Theater","KovZpZAIvlnA","97209","45.523366","-122.676653","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv6","Country","KZazBEonSMnZfZ7vAFa","Country","Star Theater","venue","KovZpZAIvlnA","97209","-122.676653","45.523366","55"
"The Funky Knuckles","event","rZ7HnEZ1AarAAP","2019-11-09","onsale","n/a","Jack London Revue","KovZpZAkttkA","97204","45.519514","-122.67639","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6a6","Punk","Jack London Revue","venue","KovZpZAkttkA","97204","-122.67639","45.519514","48"
"ANGELO MOORE and THE BRAND NEW STEP featuring Claude Coleman Jr. of WEEN with Trujillo and Mic Crenshaw","event","rZ7HnEZ1Aarf8P","2019-10-19","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv6","Country","KZazBEonSMnZfZ7vAF1","Alternative Country","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"Highway to Hell-oween with Shoot to Thrill [AC/DC], Crazy Train [Ozzy] and Motorbreath [Metallica] Tributes","event","rZ7HnEZ1Aax3_g","2019-10-26","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6dt","Alternative Rock","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"Rebecca Kilgore presents Richard Titterington","event","rZ7HnEZ1Aax3Q4","2019-10-30","onsale","n/a","Jack London Revue","KovZpZAkttkA","97204","45.519514","-122.67639","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Jack London Revue","venue","KovZpZAkttkA","97204","-122.67639","45.519514","48"
"APE SHIFTER  featuring Bass Legend Stu Hamm followed by Sinferno Cabaret","event","rZ7HnEZ1AaxAO4","2019-10-20","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvn","New Age","KZazBEonSMnZfZ7vkae","Adult Alternative","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"EVE 6 with Dead American","event","rZ7HnEZ1AaxAv4","2019-11-23","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvv","Alternative","KZazBEonSMnZfZ7vAvn","Alternative Rock","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"EROTIC CITY AWARDS","event","rZ7HnEZ1AaxvFP","2019-10-17","onsale","n/a","Star Theater","KovZpZAIvlnA","97209","45.523366","-122.676653","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Star Theater","venue","KovZpZAIvlnA","97209","-122.676653","45.523366","55"
"SHAWN JAMES with Sam Houston & BLK ODYSSY","event","rZ7HnEZ1AaxZQ4","2019-11-20","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeF","World","KZazBEonSMnZfZ7vFkn","Peru","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"SINFERNO CABARET","event","rZ7HnEZ1AaxZxA","2019-10-20","onsale","n/a","Dante's","KovZpZAEddeA","97209","42.35859995","-83.06075954","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Dante's","venue","KovZpZAEddeA","97209","-83.06075954","42.35859995","67"
"The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour","event","vvG1HZ40-Ty3fq","2019-12-05","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/92226s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvF","Dance/Electronic","KZazBEonSMnZfZ7va1k","Witchstep","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Gloria Trevi: Diosa De La Noche Tour w/ special guest Karol G","event","vvG1HZ40B4AsgL","2019-10-20","onsale","n/a","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAJ6","Latin","KZazBEonSMnZfZ7va1a","Latin","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Ozzy Osbourne: No More Tours 2","event","vvG1HZ44lkcgop","2020-07-15","rescheduled","https://s1.ticketm.net/tmimages/venue/maps/sea/90303s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvt","Metal","KZazBEonSMnZfZ7vaJ6","Nu-Metal","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Dane Cook: Tell It Like It Is","event","vvG1HZ4bBrlgcy","2019-10-11","onsale","n/a","Arlene Schnitzer Concert Hall","KovZpZAEkkJA","97205","45.516856","-122.681188","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Arlene Schnitzer Concert Hall","venue","KovZpZAEkkJA","97205","-122.681188","45.516856","71"
"Luke Combs: Beer Never Broke My Heart Tour","event","vvG1HZ4EJidK9l","2019-10-18","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94979s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv6","Country","KZazBEonSMnZfZ7vAFa","Country","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Cher: Here We Go Again Tour","event","vvG1HZ4El--0iX","2019-11-19","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93227s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Sara Bareilles: Amidst The Chaos Tour 2019","event","vvG1HZ4ICbc3R8","2019-10-24","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93437s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Illenium: The Ascend Tour","event","vvG1HZ4img13UX","2019-12-01","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93685s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvF","Dance/Electronic","KZazBEonSMnZfZ7va1k","Witchstep","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISb6A4n","2019-10-26","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISb6g4R","2019-10-26","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISbaA4X","2019-10-27","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISbagpZ","2019-10-27","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISbAP4q","2019-10-25","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISbF44S","2019-10-27","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Disney On Ice presents Mickey's Search Party","event","vvG1HZ4ISbk44P","2019-10-26","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93745s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7n1","Miscellaneous","KnvZfZ7v7lI","Ice Shows","KZazBEonSMnZfZ7vAv6","Ice Shows","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Die Antwoord - House Of Zef USA Tour 2019","event","vvG1HZ4ITtYg0g","2020-05-20","rescheduled","https://s1.ticketm.net/tmimages/venue/maps/sea/93685s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vaa1","French Rap","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"The Black Keys - Let's Rock Tour","event","vvG1HZ4JQKxSyw","2019-11-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/92867s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6dt","Alternative Rock","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Tyler, The Creator with Blood Orange and GoldLink","event","vvG1HZ4lDgnIFV","2019-10-14","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93999s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vaa1","French Rap","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"NF - The Search Tour","event","vvG1HZ4lM0S7Om","2019-10-08","onsale","n/a","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vaa1","French Rap","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Oregon Ballet Theatre Presents The Nutcracker","event","vvG1HZ4lrG_x4q","2019-12-19","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrG4x4u","2019-12-08","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrG9e4f","2019-12-14","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGbe4p","2019-12-14","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGbw4h","2019-12-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGfw4F","2019-12-07","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker","event","vvG1HZ4lrGhe4N","2019-12-20","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGjepe","2019-12-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGjwp3","2019-12-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGKw4A","2019-12-07","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker","event","vvG1HZ4lrGLe9o","2019-12-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGOe9j","2019-12-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker","event","vvG1HZ4lrGp343","2019-12-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"Oregon Ballet Theatre Presents The Nutcracker Feat. The Obt Orchestra","event","vvG1HZ4lrGr396","2019-12-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/14651s.gif","Keller Auditorium","KovZpZAEkdFA","97201","45.512731","-122.679117","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7nI","Dance","KZazBEonSMnZfZ7v7nl","Dance","Keller Auditorium","venue","KovZpZAEkdFA","97201","-122.679117","45.512731","42"
"PKI: Phil Knight Invitational","event","vvG1HZ4lT_yPJ9","2019-11-12","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94570s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJv","College","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Cirque Musica","event","vvG1HZ4m2c-74M","2019-11-24","onsale","n/a","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7n1","Circus & Specialty Acts","KZazBEonSMnZfZ7v7n1","Circus","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Nick Kroll: Middle-Aged Boy Tour","event","vvG1HZ4mDbrSa4","2019-10-24","onsale","n/a","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"JAM'N 107.5's Boo Bomb","event","vvG1HZ4n1lBKYz","2019-10-19","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/71777s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vaa1","French Rap","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Trevor Noah: Loud & Clear Tour","event","vvG1HZ4n6q4g-1","2019-12-14","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/93984s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Logic: The Confessions of a Dangerous Mind Tour","event","vvG1HZ4nxgnxUv","2019-10-06","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94144s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAv1","Hip-Hop/Rap","KZazBEonSMnZfZ7vaa1","French Rap","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Sesame Street Live! Make Your Magic","event","vvG1HZ4nxYEecF","2019-12-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94271s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7na","Children's Theatre","KZazBEonSMnZfZ7v7na","Children's Theatre","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Sesame Street Live! Make Your Magic","event","vvG1HZ4nxYEwcG","2019-12-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94271s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7na","Children's Theatre","KZazBEonSMnZfZ7v7na","Children's Theatre","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Sesame Street Live! Make Your Magic","event","vvG1HZ4nxYIxc3","2019-12-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/94271s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7na","Children's Theatre","KZazBEonSMnZfZ7v7na","Children's Theatre","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
